group,n,mae,mae_ci_lower,mae_ci_upper,mse,mse_ci_lower,mse_ci_upper,r2,r2_ci_lower,r2_ci_upper,set,target,n_cov,cov,race_adj,model
asian,26,309.62,223.57,406.87,158639.33,83020.50,251453.79,0.33,-0.24,0.68,nh_val,fev1,7,inc_pov_bin,False,xgboost
hispanic,315,363.15,333.94,393.29,209480.45,180683.02,241428.73,0.61,0.53,0.67,nh_val,fev1,7,inc_pov_bin,False,xgboost
other,45,380.30,317.72,449.92,198234.88,135541.63,274908.74,0.56,0.31,0.71,nh_val,fev1,7,inc_pov_bin,False,xgboost
All,144198,391.18,389.52,392.77,254235.37,252096.62,256387.81,0.51,0.51,0.52,ukb,fev1,7,inc_pov_bin,False,xgboost
white,136520,385.02,383.36,386.72,247120.31,244849.61,249418.40,0.52,0.51,0.52,ukb,fev1,7,inc_pov_bin,False,xgboost
black,1963,510.80,493.56,526.93,403983.11,377521.58,428602.52,-0.02,-0.11,0.07,ukb,fev1,7,inc_pov_bin,False,xgboost
asian,3389,550.11,537.93,562.29,434596.75,416375.67,453588.48,-0.11,-0.19,-0.04,ukb,fev1,7,inc_pov_bin,False,xgboost
other,2326,418.44,405.65,431.31,281449.32,264517.72,300402.94,0.43,0.39,0.48,ukb,fev1,7,inc_pov_bin,False,xgboost
All,1569,169.12,159.73,178.83,69183.31,60647.30,78262.18,0.88,0.86,0.90,nh3,fev1,7,inc_pov_bin,False,xgboost
white,697,165.80,151.22,180.99,66758.35,53437.07,81133.43,0.89,0.87,0.91,nh3,fev1,7,inc_pov_bin,False,xgboost
black,367,179.89,158.09,202.43,78259.46,59911.46,99004.86,0.85,0.80,0.89,nh3,fev1,7,inc_pov_bin,False,xgboost
hispanic,420,164.97,145.54,185.39,66956.42,50004.55,85328.35,0.86,0.83,0.90,nh3,fev1,7,inc_pov_bin,False,xgboost
other,85,164.17,128.91,202.64,57387.26,36501.09,80909.47,0.87,0.77,0.94,nh3,fev1,7,inc_pov_bin,False,xgboost
All,1785,188.23,177.78,197.94,85541.70,75265.28,94989.90,0.85,0.83,0.87,nh4,fev1,7,inc_pov_bin,False,xgboost
white,633,182.44,165.97,199.87,81900.78,65603.53,102130.53,0.87,0.84,0.90,nh4,fev1,7,inc_pov_bin,False,xgboost
black,372,209.49,184.98,234.50,107081.96,82053.72,134793.44,0.74,0.66,0.81,nh4,fev1,7,inc_pov_bin,False,xgboost
asian,88,183.69,148.63,225.11,69068.00,41309.61,102171.70,0.84,0.74,0.91,nh4,fev1,7,inc_pov_bin,False,xgboost
hispanic,629,180.45,164.94,196.46,77852.55,64463.36,91408.84,0.85,0.82,0.88,nh4,fev1,7,inc_pov_bin,False,xgboost
other,63,202.70,153.23,258.28,89769.31,47035.49,143950.90,0.81,0.68,0.90,nh4,fev1,7,inc_pov_bin,False,xgboost
All,1007,368.98,352.91,386.23,215633.66,197446.28,234783.21,0.61,0.57,0.65,nh_val,fev1,8,hs_grad,False,xgboost
white,399,359.94,331.56,387.53,210342.85,178290.14,242252.11,0.67,0.61,0.72,nh_val,fev1,8,hs_grad,False,xgboost
black,222,417.56,378.43,456.59,259887.85,213491.76,309540.65,0.33,0.17,0.47,nh_val,fev1,8,hs_grad,False,xgboost
asian,26,262.97,179.59,364.92,128213.93,59142.60,218755.07,0.47,0.10,0.74,nh_val,fev1,8,hs_grad,False,xgboost
hispanic,315,357.53,330.25,387.31,205086.90,175579.49,237549.90,0.62,0.55,0.68,nh_val,fev1,8,hs_grad,False,xgboost
other,45,345.14,286.85,410.09,161361.58,119210.24,210158.79,0.64,0.46,0.75,nh_val,fev1,8,hs_grad,False,xgboost
All,144198,395.59,393.86,397.26,260077.51,257753.18,262376.18,0.50,0.50,0.51,ukb,fev1,8,hs_grad,False,xgboost
white,136520,390.66,388.96,392.45,254576.25,252201.59,257028.42,0.50,0.50,0.51,ukb,fev1,8,hs_grad,False,xgboost
black,1963,496.60,480.23,512.66,384874.97,359064.44,409850.04,0.03,-0.06,0.11,ukb,fev1,8,hs_grad,False,xgboost
asian,3389,525.07,512.75,537.35,401768.13,384365.35,420066.24,-0.03,-0.10,0.04,ukb,fev1,8,hs_grad,False,xgboost
other,2326,410.38,398.19,423.45,271371.09,254899.37,289081.22,0.45,0.41,0.49,ukb,fev1,8,hs_grad,False,xgboost
All,1569,168.66,159.46,179.00,69000.57,60800.84,78666.23,0.88,0.86,0.90,nh3,fev1,8,hs_grad,False,xgboost
white,697,166.07,150.96,181.55,68514.76,55333.41,83007.09,0.89,0.87,0.91,nh3,fev1,8,hs_grad,False,xgboost
black,367,180.35,159.28,202.64,77162.17,58534.10,97282.28,0.85,0.81,0.89,nh3,fev1,8,hs_grad,False,xgboost
hispanic,420,163.98,145.86,182.87,65441.84,49992.91,83075.17,0.87,0.83,0.90,nh3,fev1,8,hs_grad,False,xgboost
other,85,158.19,125.54,194.05,52655.28,34540.60,73193.44,0.88,0.79,0.94,nh3,fev1,8,hs_grad,False,xgboost
All,1785,190.43,180.15,200.85,84867.32,74974.85,94830.15,0.85,0.84,0.87,nh4,fev1,8,hs_grad,False,xgboost
white,633,185.37,168.78,203.71,81612.31,65589.14,100994.86,0.87,0.85,0.90,nh4,fev1,8,hs_grad,False,xgboost
black,372,216.53,192.39,240.44,107780.36,84549.52,135441.04,0.74,0.65,0.80,nh4,fev1,8,hs_grad,False,xgboost
asian,88,173.89,140.20,210.73,61635.39,37584.57,91759.83,0.86,0.77,0.92,nh4,fev1,8,hs_grad,False,xgboost
hispanic,629,182.68,166.77,198.74,78644.97,64635.16,93011.06,0.85,0.82,0.88,nh4,fev1,8,hs_grad,False,xgboost
other,63,183.19,141.72,232.12,70828.06,45136.72,102424.83,0.85,0.77,0.91,nh4,fev1,8,hs_grad,False,xgboost
All,1007,366.21,349.21,384.10,216347.33,197190.13,236066.69,0.61,0.57,0.65,nh_val,fev1,9,smoke_exposure,False,xgboost
white,399,370.47,340.02,400.13,228019.95,190172.78,268099.37,0.64,0.58,0.70,nh_val,fev1,9,smoke_exposure,False,xgboost
black,222,399.80,360.91,437.52,250678.81,201404.09,304247.03,0.36,0.20,0.50,nh_val,fev1,9,smoke_exposure,False,xgboost
asian,26,265.83,194.76,344.02,112251.27,65006.67,169887.00,0.53,0.16,0.77,nh_val,fev1,9,smoke_exposure,False,xgboost
hispanic,315,345.89,318.00,375.17,189652.25,161627.55,219622.88,0.65,0.58,0.70,nh_val,fev1,9,smoke_exposure,False,xgboost
other,45,366.01,299.78,438.64,191340.58,133685.26,260469.37,0.58,0.35,0.72,nh_val,fev1,9,smoke_exposure,False,xgboost
All,144198,392.66,391.01,394.43,256347.42,254128.64,258498.65,0.51,0.50,0.51,ukb,fev1,9,smoke_exposure,False,xgboost
white,136520,387.18,385.52,388.90,250054.77,247712.81,252501.53,0.51,0.51,0.52,ukb,fev1,9,smoke_exposure,False,xgboost
black,1963,511.83,495.42,527.08,402024.03,374544.74,428251.94,-0.02,-0.11,0.07,ukb,fev1,9,smoke_exposure,False,xgboost
asian,3389,533.62,521.19,545.86,416147.51,397876.35,434982.79,-0.07,-0.14,0.00,ukb,fev1,9,smoke_exposure,False,xgboost
other,2326,410.07,397.80,422.47,272580.56,255934.46,289954.95,0.45,0.40,0.49,ukb,fev1,9,smoke_exposure,False,xgboost
All,1569,164.81,155.52,175.08,68199.29,59959.26,78221.21,0.88,0.86,0.90,nh3,fev1,9,smoke_exposure,False,xgboost
white,697,164.68,148.86,180.25,71835.72,56610.27,87924.06,0.88,0.86,0.91,nh3,fev1,9,smoke_exposure,False,xgboost
black,367,176.01,154.94,197.08,73744.83,55560.10,94238.94,0.86,0.82,0.90,nh3,fev1,9,smoke_exposure,False,xgboost
hispanic,420,157.90,140.43,176.77,59885.49,46000.35,75591.83,0.88,0.85,0.91,nh3,fev1,9,smoke_exposure,False,xgboost
other,85,146.17,112.81,184.85,51559.66,29452.73,75390.83,0.89,0.80,0.95,nh3,fev1,9,smoke_exposure,False,xgboost
All,1785,184.76,175.08,195.37,83378.03,72637.62,93870.21,0.86,0.84,0.87,nh4,fev1,9,smoke_exposure,False,xgboost
white,633,181.90,164.07,200.37,85114.80,65869.81,108117.71,0.87,0.83,0.90,nh4,fev1,9,smoke_exposure,False,xgboost
black,372,206.39,182.51,230.93,103809.52,78812.05,134871.34,0.75,0.66,0.82,nh4,fev1,9,smoke_exposure,False,xgboost
asian,88,169.97,140.32,204.38,54639.11,37203.95,75588.91,0.87,0.80,0.93,nh4,fev1,9,smoke_exposure,False,xgboost
hispanic,629,173.98,159.34,189.43,72022.35,59681.42,84995.65,0.86,0.84,0.89,nh4,fev1,9,smoke_exposure,False,xgboost
other,63,205.44,156.51,258.42,89626.60,49438.41,139389.09,0.81,0.68,0.89,nh4,fev1,9,smoke_exposure,False,xgboost
All,1007,340.07,323.60,357.06,186925.68,169636.06,205452.64,0.66,0.62,0.70,nh_val,fev1,3,GLI global,False,gli_global
white,399,332.23,308.94,356.73,171556.37,148741.72,197747.54,0.73,0.69,0.77,nh_val,fev1,3,GLI global,False,gli_global
black,222,425.27,380.17,464.70,289484.69,234535.42,346728.91,0.26,0.06,0.43,nh_val,fev1,3,GLI global,False,gli_global
asian,26,253.36,183.76,340.68,114407.77,50521.44,206266.38,0.52,0.06,0.82,nh_val,fev1,3,GLI global,False,gli_global
hispanic,315,297.62,273.11,322.85,143712.02,121078.38,168635.46,0.73,0.68,0.78,nh_val,fev1,3,GLI global,False,gli_global
other,45,332.99,270.67,399.09,157327.71,111974.98,210584.55,0.65,0.44,0.79,nh_val,fev1,3,GLI global,False,gli_global
All,144198,334.35,332.86,335.76,190746.39,188931.56,192449.27,0.63,0.63,0.64,ukb,fev1,3,GLI global,False,gli_global
white,136520,324.62,323.22,326.08,179855.20,178104.52,181680.51,0.65,0.65,0.65,ukb,fev1,3,GLI global,False,gli_global
black,1963,589.92,573.78,606.19,487939.43,462547.08,513453.56,-0.24,-0.34,-0.13,ukb,fev1,3,GLI global,False,gli_global
asian,3389,543.71,532.57,555.26,419224.55,402061.96,437409.01,-0.07,-0.14,-0.01,ukb,fev1,3,GLI global,False,gli_global
other,2326,384.85,372.66,397.84,247812.81,232637.54,265057.41,0.50,0.46,0.54,ukb,fev1,3,GLI global,False,gli_global
All,1569,349.52,336.64,362.66,200022.34,185450.56,214890.05,0.66,0.63,0.68,nh3,fev1,3,GLI global,False,gli_global
white,697,320.48,301.12,339.90,169072.53,150542.30,189291.38,0.73,0.70,0.76,nh3,fev1,3,GLI global,False,gli_global
black,367,435.33,400.30,469.88,301404.60,258119.27,347691.53,0.43,0.32,0.53,nh3,fev1,3,GLI global,False,gli_global
hispanic,420,314.42,290.67,338.31,156362.14,136055.78,180386.54,0.68,0.64,0.73,nh3,fev1,3,GLI global,False,gli_global
other,85,391.78,334.91,453.00,234261.16,175676.52,304259.60,0.49,0.26,0.66,nh3,fev1,3,GLI global,False,gli_global
All,1785,337.33,323.75,349.20,189898.47,175622.25,203223.77,0.67,0.64,0.70,nh4,fev1,3,GLI global,False,gli_global
white,633,321.99,303.38,342.19,163718.82,147102.45,182756.00,0.75,0.72,0.78,nh4,fev1,3,GLI global,False,gli_global
black,372,434.40,402.67,471.85,310161.93,268028.56,357693.02,0.25,0.06,0.40,nh4,fev1,3,GLI global,False,gli_global
asian,88,367.03,303.51,430.66,234399.24,161660.30,313391.17,0.47,0.21,0.65,nh4,fev1,3,GLI global,False,gli_global
hispanic,629,289.72,272.51,307.10,138977.89,123186.71,154702.08,0.73,0.70,0.77,nh4,fev1,3,GLI global,False,gli_global
other,63,348.83,288.76,409.43,186422.15,137108.13,239001.23,0.60,0.42,0.73,nh4,fev1,3,GLI global,False,gli_global
